,track,artist,track_id,release_date,dance,energy,loud,speech,acoust,live,valence,tempo,sim_score
306,Courtesy Call,Thousand Foot Krutch,0AOmbw8AwDnwXhHC3OhdVB,2012-04-17,0.531,0.638,-5.145,0.0809,0.00409,0.0822,0.445,164.079,-22.23056052716555
307,Straight Out the Gate: (The Scott Stevens Remix) - Bonus Track,Tech N9ne Collabos,2mumY7rLurSxmnWIC1PCtc,2014-05-06,0.556,0.868,-5.741,0.0441,0.00157,0.512,0.433,164.075,-22.265788769648637
308,The Time Is Now,Atreyu,4Q9uL0DWDcpCV1tE14xqnt,2018-10-12,0.481,0.944,-3.665,0.231,0.00926,0.278,0.396,165.02,-23.140910446477687
309,Popular Monster,Falling In Reverse,4GssB27iJeqmfGxS94Tfij,2019-11-20,0.461,0.897,-3.982,0.092,0.00821,0.0965,0.358,165.107,-23.22574537948606
310,Nowhere Generation,Rise Against,74zUPQTB6HMnfS1cagJnd8,2021-03-18,0.373,0.944,-3.99,0.0998,0.00265,0.422,0.376,165.881,-24.00085509765671
311,Nightmare,Deuce,3f4nRpKiChStPlsA3nCwhJ,2018-03-02,0.277,0.948,-3.785,0.247,6.34e-05,0.647,0.144,165.918,-24.043425841995518
312,When Doves Cry - Radio Edit,Nonpoint,6I0tw70v94hTCPjg1iZjrX,2021-12-27,0.471,0.763,-5.45,0.0346,0.000678,0.223,0.34,115.056,-24.86988274365958
313,2L8,Ryan Oakes,5vgxdsVBcKddGcX1CdiUzB,2022-01-14,0.513,0.941,-3.022,0.0547,0.00976,0.156,0.715,167.956,-26.09258113947396
314,Not Waiting For Heaven,Smash Into Pieces,2wq8dsp3CFI4MAot23Oeo4,2021-12-31,0.556,0.83,-4.598,0.0678,0.0913,0.102,0.513,113.672,-26.218381695480783
315,Destiny,Skillet,7l35PR5pQl5w3QjpBROEl3,2022-01-14,0.32,0.966,-4.261,0.265,0.00915,0.406,0.208,112.01,-27.875598501288994
316,STAY,No Resolve,4nNBsw8SARSMRnXPRHe8sC,2021-08-27,0.343,0.948,-3.489,0.0895,0.00021,0.1,0.596,170.003,-28.126441118521402
317,PvP,Amaranthe,46HFTyFqLMzSye98Arqa98,2021-11-12,0.436,0.963,-6.861,0.0826,5.13e-05,0.138,0.515,169.921,-28.186563755988967
318,Heart Of A Champion (feat. Papa Roach & Ice Nine Kills),Hollywood Undead,16xSgd9PMPPTntzp92xH6C,2020-12-04,0.475,0.931,-4.118,0.0848,0.0019,0.351,0.763,170.097,-28.219325048764137
319,Can You Feel My Heart,Bring Me The Horizon,0WSa1sucoNRcEeULlZVQXj,2013-04-01,0.15,0.859,-2.827,0.0595,0.00201,0.387,0.354,170.527,-28.668671651213806
320,Blackout,Solence,4qn2rc3Y91HUSCzC61z6qa,2020-08-13,0.451,0.889,-6.885,0.117,0.000217,0.107,0.512,171.154,-29.41589597209295
321,Black Hole,We Came As Romans,4Y7eqYTpV7fQxpYj1isN2F,2021-09-08,0.48,0.958,-4.241,0.0664,2.45e-05,0.52,0.385,110.05,-29.834811555407622
322,Everywhere I Go,Hollywood Undead,1czaCgWLWgqp0eRIZ0BcXh,2008-09-02,0.82,0.831,-4.856,0.0315,0.0962,0.181,0.945,110.048,-29.854966817828664
323,Viking Death March,Billy Talent,1GRl3wo5GFteHoaThKIbbI,2014-11-24,0.371,0.963,-2.85,0.125,0.00319,0.448,0.371,108.724,-31.177285855535935
324,Bastards,Bullet For My Valentine,06LJEYjJYDofVju6dwfp7t,2021-11-05,0.564,0.918,-5.512,0.0824,4.63e-05,0.127,0.682,108.734,-31.187769102599795
325,Rich Kids - [Middle Cla$$ MIX],New Medicine,7ARLbcqLgOrBI2JfzfKtHD,2010-09-28,0.619,0.936,-2.205,0.0739,0.0183,0.361,0.739,108.011,-31.919366463050807
326,Pump It,Electric Callboy,3iXNlPQNYPrtimAEM49PsG,2021-12-03,0.448,0.896,-6.533,0.0593,2.94e-05,0.375,0.437,174.073,-32.29317186029018
327,Freak Like Me,Onlap,6VrgzSdbqpA9cAvUbd1Rwx,2021-10-08,0.391,0.964,-3.119,0.12,0.000302,0.312,0.393,174.973,-33.10183947213397
328,Paralyzer,Finger Eleven,28IEbk5a7twNTbUEvWslUb,2007-01-01,0.644,0.939,-3.486,0.0456,0.157,0.233,0.861,106.031,-33.8579840450779
329,Ruthless,Nonpoint,6VsTU2UGs8A432MhvDPzga,2021-12-27,0.455,0.931,-5.152,0.093,0.000876,0.384,0.556,176.012,-34.15249816701772
330,Never Gonna Learn,Asking Alexandria,0XHnYbXteyBDfVvk9EGaPu,2021-10-01,0.274,0.922,-3.663,0.0593,0.000115,0.123,0.366,105.132,-34.75115151889002
331,Lightning Strike,Escape the Fate,2g8vCXagoE2nrPw2aFwcAb,2021-04-16,0.452,0.923,-5.362,0.0861,5.99e-05,0.0862,0.578,177.008,-35.15530263173502
332,Surface Pressure,Our Last Night,0DduieNHAJnGOTVxytEUAB,2022-02-24,0.395,0.934,-5.06,0.191,6.2e-05,0.107,0.4,179.959,-38.09393068524898
333,The American Dream,Memphis May Fire,70YN6XD9aNkNOSVcNshodr,2022-01-14,0.447,0.991,-2.364,0.231,2.61e-05,0.232,0.293,100.043,-39.869479739471416
334,Hip To Be Scared [Feat. Jacoby Shaddix],Ice Nine Kills,1tBghD5Z8rBeN7eHDXLamy,2021-10-15,0.276,0.862,-5.352,0.255,0.00147,0.174,0.526,182.115,-40.258836052621334
335,Red Flag,Billy Talent,2RZWdE8kYPlCAcRUYDeuLC,2006-06-23,0.564,0.865,-7.384,0.121,0.000583,0.056,0.726,183.052,-41.31282935443719
336,Dark Side,Blind Channel,1ovFnZv6mUe0LzAbfVqOmh,2021-01-21,0.571,0.955,-3.795,0.105,0.00254,0.274,0.437,98.01,-41.87212347961097
337,Projector,Set It Off,3gMptGImK6XHJhFuWwmqtE,2022-01-21,0.672,0.897,-4.459,0.0369,0.00978,0.135,0.519,98.011,-41.874513871044
338,Watchtower,The Devil Wears Prada,7pgj6tSDzpL73tzrUaW4TP,2022-02-03,0.224,0.961,-3.213,0.171,9.69e-06,0.255,0.319,97.78,-42.10854933485232
339,Homesick for Hope,zebrahead,4RvPDeKtZxooLkO2mXW6gs,2021-11-26,0.461,0.987,-3.044,0.215,0.0291,0.0708,0.511,185.046,-43.17441904726914
340,ARTIFICIAL SUICIDE,Bad Omens,65pi8lRBcEEyFCEa74rLug,2021-12-10,0.561,0.898,-4.785,0.195,0.00024,0.252,0.276,95.016,-44.873679171416335
341,Dad Vibes,Limp Bizkit,2ppAkaBj4vaL0qsFm1TOKI,2021-10-31,0.698,0.891,-5.402,0.113,0.0741,0.313,0.837,95.007,-44.9011188271591
342,Work,Pop Evil,4aju0pdW69YHBEm7laT94V,2021-05-21,0.237,0.749,-6.08,0.119,0.0244,0.0917,0.156,187.024,-45.19337547858955
343,Dirty Mind,3OH!3,0R97k5AJy1udJI6mGV82FJ,2011-12-20,0.642,0.861,-3.837,0.294,0.0318,0.23,0.582,92.912,-46.97105174894547
344,Last Resort (Reloaded),Papa Roach,52KlXDEkCkgZxuMjSqzY4L,2021-01-27,0.639,0.684,-5.619,0.0353,0.00966,0.194,0.465,88.05,-51.85894261110555
345,The Perfect Crime,zebrahead,5rRwE8PjHsBXfvQ2toLAA9,2019-12-11,0.328,0.974,-2.863,0.169,0.00123,0.3,0.334,194.198,-52.32784615326507
346,Remember the Name (feat. Styles of Beyond),Fort Minor,6ndmKwWqMozN2tcZqzCX4K,2005-11-21,0.688,0.835,-4.162,0.0911,0.0583,0.0795,0.88,84.858,-55.02699907396106
347,Hypa Hypa,Electric Callboy,2qOmcSjOQEDIJKosonn75a,2021-05-21,0.499,0.969,-4.046,0.0551,0.00881,0.0671,0.544,76.004,-63.87804512815288
348,Waiting on the Sun,Citizen Soldier,53CqbidlaW1lRldXS2IxeI,2022-03-02,0.468,0.68,-7.219,0.0419,0.0843,0.0937,0.377,75.301,-64.66282433232774
349,Nikki,Forever The Sickest Kids,2xu7bTUyvvJMBMi6JXvWAZ,2013-01-01,0.532,0.929,-4.847,0.0591,0.00139,0.0884,0.795,141.073,-0.033151544559535395
350,hollywood sucks//,KennyHoopla,4jYd4edE6RjDUm27rHFERQ,2021-06-11,0.576,0.895,-4.672,0.0585,0.0016,0.382,0.552,140.019,-0.1687414542381631
351,Down (feat. Travis Barker),MOD SUN,5mkjZ6EciJaZrRXUL5eDfH,2021-09-03,0.602,0.753,-5.495,0.036,0.000105,0.139,0.478,141.587,-0.7229819282719441
352,Never There,Sum 41,3ujzd7pcdAhILCnS3oGbaU,2019-07-19,0.516,0.561,-5.364,0.0351,0.00264,0.556,0.141,139.95,-0.7831361478679282
353,Radioactive,Bullet For My Valentine,2okeBtFNVJ4n33NEV1RxBm,2018-06-29,0.527,0.695,-4.99,0.0346,0.0331,0.31,0.271,142.922,-1.3080479277370656
354,I Really Wish I Hated You,blink-182,6KWcq5p0wsz97N3eoRUSH6,2019-09-20,0.615,0.81,-6.137,0.0506,0.0358,0.289,0.728,143.054,-2.1176799904751293
355,Here Without You - Acoustic Version,3 Doors Down,0NGSH2Ah772qMcLTANjyO7,2006-01-01,0.542,0.571,-6.116,0.0271,0.0171,0.245,0.334,143.755,-2.6190028923349487
356,Oh! Ellin,Gob,2kVQbBvdlzdjAHDltrxn3v,2002,0.551,0.846,-3.559,0.0773,0.0026,0.175,0.484,144.908,-3.0477764766727446
357,Pollyanna,Green Day,4b2h4jQxgHpiWuLH8rp8Vu,2021-05-17,0.507,0.96,-6.224,0.0354,9.36e-05,0.208,0.967,135.024,-5.316959948686256
358,The Middle - Acoustic Version,Jimmy Eat World,7HJmJYQqBq2tn7RleFlun5,2001-07-24,0.787,0.316,-7.556,0.0388,0.365,0.0845,0.738,147.521,-6.606954513332452
359,THNKS FR TH MMRS,The Maine,19sIRHkQIDpShLeOr7qpDu,2021-04-29,0.545,0.396,-8.475,0.0328,0.857,0.0814,0.467,147.0,-6.680288046805567
360,Born for Greatness - Cymek Remix,Papa Roach,1cIhglQAD85Rb1nkbirm4I,2021-03-19,0.48,0.648,-8.708,0.172,0.0735,0.114,0.282,134.845,-6.697329369205618
361,Carry On,Falling In Reverse,3GSMJpuz3rFU8WtCws1rv5,2020-07-14,0.399,0.87,-4.91,0.0532,0.00359,0.361,0.298,149.081,-7.258758314793933
362,I Think We're Alone Now,Billie Joe Armstrong,6h8QlZzBBnZhF4EkGi8JPr,2020-04-17,0.594,0.636,-6.306,0.0323,0.0363,0.0908,0.676,131.982,-8.218876263793405
363,Waiting On A War,Foo Fighters,4tA8lpQoWkMRWOZ29HbR86,2021-02-05,0.53,0.759,-7.067,0.0351,0.00984,0.319,0.502,131.999,-8.419660074080973
364,These Nights,We The Kings,7iLEO5kRKyXnIxaXv8SrU3,2021-02-05,0.567,0.934,-4.421,0.101,0.000258,0.0853,0.363,130.039,-9.854382743975268
365,Catastrophe,Atreyu,0ZL3OoIdjUgG9Tor2TbvP6,2021-06-04,0.54,0.968,-3.167,0.0766,0.00429,0.111,0.354,130.015,-9.894964721739735
366,hot girl bummer,Our Last Night,1GIofMbTz83fXqNrEuf4bA,2020-01-28,0.56,0.955,-2.954,0.0635,0.000129,0.766,0.391,129.975,-9.966796526016259
367,Forfeit,Rise Against,2DFmAghYvS0NuF9dpQWQaV,2021-06-04,0.594,0.526,-7.688,0.0353,0.588,0.0869,0.278,128.229,-12.214711060316853
368,Warrior (feat. Travis Barker),Atreyu,11zEEKMORg4bIyGZ9HpkKz,2021-03-04,0.528,0.908,-4.243,0.0913,0.0485,0.239,0.296,154.958,-13.080233048560771
369,Amnesia,MOD SUN,0zu5YEA4jVLa36NtZHS6SO,2021-05-07,0.457,0.804,-4.756,0.0362,0.000206,0.197,0.523,155.022,-13.165190594387076
370,PMA (feat. Pale Waves),All Time Low,52BHuLFKoBemaQ1oOPFhFZ,2021-07-30,0.441,0.944,-3.25,0.112,0.000575,0.3,0.657,155.067,-13.206083270241223
371,Last December,Good Charlotte,0M3WxzvPruZ2i5dvOOGAOC,2020-12-18,0.408,0.949,-3.187,0.168,0.000142,0.26,0.341,155.124,-13.263217437297701
372,Our House,American Hi-Fi,1rkGytnje8oF8Ek13ZodT5,2020-06-26,0.56,0.852,-5.754,0.0366,0.000975,0.158,0.257,124.052,-15.927589702386062
373,NERVOUS,While She Sleeps,10WvNF3jA8WiFTTKbl1gme,2021-03-18,0.508,0.936,-4.743,0.12,0.01,0.0964,0.122,123.967,-15.93567665799516
374,Planet Zero,Shinedown,3GL1RQKHV0TDRq8EXHMhGq,2022-01-26,0.416,0.964,-2.967,0.112,2.35e-05,0.473,0.212,157.925,-16.074533849025848
375,Me Vs. The World,The All-American Rejects,3CXMsoCv6gYlcRLBz7WkNO,2020-11-20,0.49,0.872,-4.577,0.057,0.0207,0.796,0.599,159.108,-17.249202353703968
376,Let The Bad Times Roll,The Offspring,0O2UONKvVfdwDyefKh5Yo1,2021-08-20,0.495,0.976,-0.91,0.0792,0.00233,0.0668,0.603,159.01,-17.382441884129147
377,21 Guns,Green Day,64yrDBpcdwEdNY9loyEGbX,2009-05-15,0.268,0.742,-4.939,0.0355,0.0518,0.626,0.416,159.779,-17.930455690896864
378,how will i rest in peace if i'm buried by a highway?//,KennyHoopla,4jFLw7QqWlv3lZr980HyYW,2020-02-04,0.479,0.844,-4.338,0.0819,0.0134,0.195,0.49,159.852,-17.975174364158224
379,The Reason - Acoustic,Hoobastank,60sMKR8s0Zs8tXRqKsI8VX,2003-12-09,0.309,0.479,-5.956,0.0359,0.411,0.225,0.129,159.77,-18.006293861834564
380,All I Want - Acoustic,A Day To Remember,3GxyVQvYDjoTUr7hohx9Ye,2011-09-30,0.569,0.567,-5.327,0.0324,0.298,0.0855,0.801,159.883,-18.06262024605125
381,Betterman,MOD SUN,1OJX5Rkvu0NfzIywy4Re9U,2021-02-12,0.523,0.957,-3.236,0.0633,0.00315,0.124,0.448,162.048,-20.178761412748944
382,Swerve (feat. FEVER 333 & Sueco),Papa Roach,6sqMWTs2o6ixteLAhQOTSC,2021-08-01,0.591,0.847,-5.359,0.11,0.00323,0.128,0.856,162.089,-20.26128511456465
383,Death by Water,Senses Fail,0byxl96h2bWbBRNjyPgWSR,2021-08-19,0.412,0.956,-3.705,0.115,0.00115,0.739,0.283,164.939,-23.065183145607804
384,estella//,KennyHoopla,3emo5sUq2OwBctNgX0NMEV,2021-06-11,0.454,0.837,-4.395,0.0734,0.000532,0.375,0.557,164.966,-23.090339218211682
385,Flames (feat. Avril Lavigne) [Acoustic],MOD SUN,6bHO3zGU6RarIsp62su2DI,2021-04-16,0.481,0.525,-4.115,0.0298,0.599,0.0785,0.48,165.041,-23.170630568489774
386,Falling Apart,zebrahead,5bsJbow5ouEx8bHJRr54Ky,2003-10-21,0.543,0.99,-3.116,0.15,0.00121,0.416,0.2,111.98,-27.91500507139745
387,Voices: Synthwave Edition,Motionless In White,3O3I1RlYdDpW9bJjLiDGNh,2021-05-14,0.425,0.868,-4.984,0.0382,3.68e-05,0.436,0.427,169.976,-28.1143331928652
388,Kiss & Tell,Angels & Airwaves,2YZrjrLRMfGdyue73N6BLY,2019-08-30,0.441,0.872,-4.163,0.0551,0.00365,0.0819,0.258,170.014,-28.133739933748192
389,Ruin My Life (feat. Deryck Whibley),Simple Plan,0HBJYdY4dsF6vd7xqLLWxH,2022-02-18,0.505,0.893,-3.314,0.1,0.00169,0.145,0.682,171.081,-29.207834910276244
390,Lips,The Maine,09xBe3VBfXyMW8HnqTRAOC,2021-07-09,0.669,0.878,-4.655,0.0551,0.00322,0.201,0.635,109.487,-30.404549336187337
391,The Hell Song,Sum 41,17XgxMFNzBYv38TEJRC18D,2002-01-01,0.359,0.935,-5.529,0.0817,0.000143,0.351,0.658,173.429,-31.588195568945665
392,War,Sum 41,23Vf9hNoBN8AacpUUHbiRy,2016-10-07,0.393,0.899,-4.105,0.0491,0.000811,0.313,0.54,175.926,-34.045634969239586
393,Baptize,Atreyu,68RUydoqlDT60rsirSIJWR,2021-06-04,0.595,0.914,-5.306,0.0598,0.00369,0.155,0.479,104.901,-35.006886208376855
394,Until the Day I Die - Acoustic Version,Story Of The Year,4UpTxmnbXTGkhILRhKo9ed,2021-10-01,0.54,0.323,-11.18,0.0348,0.88,0.107,0.373,176.841,-35.69580342480132
395,Not My Problem (feat. Travis Barker),Escape the Fate,4mPwsxPwxUp9bFhZfxTRE7,2021-04-16,0.565,0.94,-5.142,0.0502,0.0165,0.255,0.68,101.999,-37.90262513247384
396,Fed Up,Beartooth,2zD7s3a8LDJhcYSIM0rgat,2021-06-25,0.366,0.969,-3.49,0.162,3.41e-05,0.358,0.227,179.92,-38.04199912610746
397,What You Make It,With Confidence,2eXSPTZmhkXRGob1hsFdVd,2021-08-27,0.567,0.517,-7.548,0.0708,0.000292,0.141,0.627,179.959,-38.246441959851275
398,"Dear Maria, Count Me In",All Time Low,0JJP0IS4w0fJx01EcrfkDe,2007-09-25,0.459,0.895,-3.126,0.0805,0.00725,0.206,0.572,181.04,-39.167341178922584
399,The Drug In Me Is Reimagined,Falling In Reverse,5GIWP2q6p92lFA10KUuL0z,2020-02-13,0.498,0.401,-7.168,0.0287,0.666,0.12,0.114,99.721,-40.29570442547454
400,Queen Of Suffolk County,Dropkick Murphys,2FTXSe3AKEVht8KWMK4Xd2,2021-04-30,0.488,0.887,-4.991,0.0791,0.00828,0.198,0.693,97.983,-41.91267424603099
401,Help,Papa Roach,6EaGMOSWL2LndwY6gClBaD,2017-05-19,0.383,0.9,-5.42,0.134,0.00085,0.271,0.286,183.96,-42.10414690436607
402,Can't Help Falling In Love,Ice Nine Kills,66Ceo7qZOyyX3J8AUsT2Vt,2021-02-09,0.476,0.838,-3.834,0.0449,0.000756,0.177,0.494,97.54,-42.341878747753306
403,Can't Keep Waiting,MxPx,4BgdZnMDWUYUtwTbShomYu,2021-04-16,0.251,0.897,-4.861,0.062,0.00154,0.12,0.631,97.014,-42.878558304059624
404,Swing Life Away,Rise Against,6GrrkiCRO3HYdgRpO4eKEL,2004-01-01,0.477,0.426,-6.961,0.043,0.544,0.0903,0.789,184.866,-43.09593531760785
405,Dying To Believe,Papa Roach,4AsFzsLJK8PIw3q8btZjCy,2021-10-29,0.5,0.949,-3.61,0.113,5.69e-05,0.0551,0.35,96.023,-43.86002526804032
406,Big Cat Judgement Day,With Confidence,3zRrr0SS4saZOfihrSvlqy,2021-08-27,0.538,0.802,-5.865,0.0412,0.00109,0.0993,0.735,96.004,-43.92056155600186
407,Animals,Architects,1Td7TGT1XtK2ojUjz1mGUV,2020-10-20,0.532,0.759,-3.842,0.0319,0.000123,0.073,0.293,95.01,-44.872044319345086
408,Wallflower,Goldfinger,31RJ1xFMQCGfGniKY4IMdO,2020-12-04,0.515,0.942,-4.131,0.0718,0.000254,0.0932,0.707,95.009,-44.87440417217369
409,Stay With Me,In Flames,31Xy66hgWaFWKF7mUhWePR,2019-03-01,0.424,0.757,-7.259,0.0364,0.000975,0.129,0.244,95.043,-44.95882607598157
410,Getting Along,Royal Republic,1Ly7xppUgLEZ4iwxRAR9Sf,2016-02-26,0.528,0.973,-3.798,0.106,0.000661,0.363,0.473,94.009,-45.87332400872751
411,Euphoria,Angels & Airwaves,6jnDRGCEEb9i1M37kHJJSd,2021-09-24,0.495,0.918,-2.436,0.0629,0.00789,0.115,0.364,89.961,-49.94281363134205
412,Still Waiting,Sum 41,2OMqSRS11ly56zg9u5za6c,2002-01-01,0.431,0.95,-4.918,0.26,0.00105,0.272,0.56,191.936,-50.06473596689624
413,good 4 u,Our Last Night,1fEEoqniY1XmV8hfnxtAD0,2021-07-09,0.458,0.983,-1.975,0.133,0.000138,0.0769,0.558,83.964,-55.952034020162955
414,Karma,MOD SUN,7vXtuHrqgzQi58ihUO7L2d,2021-02-12,0.461,0.825,-3.583,0.115,0.0246,0.224,0.412,198.045,-56.164705845797975
415,One More Light,Linkin Park,3xXBsjrbG1xQIm1xv1cKOt,2017-05-19,0.593,0.2,-11.063,0.0311,0.904,0.0897,0.17,83.966,-56.37103199433193
416,Heavy (feat. blackbear),MOD SUN,4xD908nOSNCQwAWfLgv3Vk,2021-03-12,0.367,0.707,-4.698,0.044,0.00806,0.358,0.377,83.032,-56.85503735446856
417,Bankrupt,Silverstein,0zaiMBgpRkzeskrgDKidDd,2021-04-15,0.428,0.922,-4.029,0.0891,0.000329,0.149,0.296,82.907,-56.97464415872074
418,All the Good Ones,Weezer,5jbF98Etpr6mBTwEZ5efyW,2021-05-07,0.573,0.708,-4.144,0.0433,0.0117,0.302,0.893,81.963,-57.921751914994715
419,Skin,Beartooth,75KnjXtPMCZf60zlEp5m1D,2021-06-25,0.326,0.939,-3.454,0.254,4.56e-05,0.0571,0.485,200.005,-58.1262733986091
420,Monsters (feat. blackbear),All Time Low,0tyR7Bu9P086aWBFZ4QJoo,2020-04-03,0.369,0.845,-3.449,0.0611,0.0493,0.416,0.782,78.532,-61.3533711651133
421,Hated (Acoustic Version),Beartooth,0PHrdruYGBzeOZH43A9QG8,2017-05-26,0.517,0.362,-9.598,0.0271,0.157,0.0536,0.586,77.542,-62.59454229426381
422,Hero Of War,Rise Against,00hVU6kDP67JHurfwG2dtq,2008-01-01,0.645,0.417,-7.022,0.029,0.543,0.0982,0.256,77.054,-62.906201126427526
423,Kids Of Summer,Mayday Parade,08jjW8uBboRlkPLK3KVc6t,2021-11-19,0.381,0.921,-2.753,0.188,0.000849,0.293,0.672,76.41,-63.48345780714263
424,The Light Behind Your Eyes,My Chemical Romance,3HyDpKAuR3e4l6QB7hSB2l,2012-12-18,0.407,0.459,-4.837,0.0263,0.0455,0.111,0.113,75.016,-64.87350576155055
425,Nice Now,Point North,4niOZOWhEIGtUQqrByN4Dj,2021-05-14,0.533,0.953,-2.954,0.0892,0.005,0.329,0.75,74.987,-64.90327807607834
426,In The End,Black Veil Brides,2RxqHa7EgbKHEjYav48eXX,2012-01-01,0.442,0.939,-4.18,0.094,0.000181,0.0857,0.266,140.02,0.09239684749710064
427,MC Thunder II (Dancing Like a Ninja),Electric Callboy,10TVQRxEOS3LEIMmSWsRZq,2021-05-21,0.449,0.962,-4.388,0.0909,0.00029,0.0893,0.389,139.986,-0.010348444820335034
428,Blood & Water,Memphis May Fire,4aKWfvddjsBwIrb3KKLb4x,2021-06-04,0.461,0.966,-2.792,0.189,3.5e-05,0.33,0.459,140.009,-0.46020996790632496
429,Adrenaline (feat. Ice Nine Kills),Zero 9:36,798UuEILhhcWL9dY8jUoRa,2021-07-21,0.415,0.839,-5.532,0.0423,0.000584,0.224,0.236,140.008,-0.8208065259133044
430,Call Me,In This Moment,4Mpm64J9yqluKaOssgVQ9P,2009-04-10,0.426,0.975,-1.892,0.095,0.0017,0.0891,0.273,142.998,-1.9505187534880388
431,Rise Above It,I Prevail,6QyBWey7P8ILuhS5RO7xYe,2019-03-29,0.561,0.786,-6.99,0.0298,0.00131,0.26,0.0907,140.017,-2.1846740105958813
432,Throne,Bring Me The Horizon,0M3adYbGtyRHACP86dey1H,2015-09-11,0.426,0.888,-3.72,0.0987,0.000455,0.306,0.387,144.111,-2.2394956839042828
433,FEEL NOTHING,The Plot In You,4xDwCYhobDehSBGUmd5H6Y,2018-02-16,0.448,0.825,-5.307,0.0621,0.00353,0.108,0.226,144.17,-2.564952073910741
434,Don't You Dare Forget the Sun,Get Scared,4JIYKZzKnlPhL28h0uixzZ,2012-08-28,0.276,0.814,-5.048,0.0998,0.000681,0.107,0.472,144.793,-3.072541284328688
435,Meteor,Architects,0d2mj7p92bZEckjowsc1a4,2021-02-26,0.429,0.957,-3.069,0.107,0.000212,0.0682,0.249,136.142,-3.8227063391199074
436,Knives,Bullet For My Valentine,7zgIdPmFuTRPj7MsAKV0lH,2021-06-18,0.515,0.974,-3.716,0.0865,4.3e-06,0.048,0.191,135.949,-3.943780909503089
437,The Vengeance,Black Veil Brides,1Hy0m0aaG67ttQZoytmKd8,2019-11-29,0.382,0.94,-6.105,0.0682,1.05e-05,0.349,0.356,145.987,-4.548324565489251
438,Good Girls Bad Guys,Falling In Reverse,78ML3F5Lz3KiNkpnFAaR3q,2011-07-26,0.474,0.948,-2.592,0.122,0.0223,0.43,0.611,146.46,-4.750395128304874
439,Cheyne Stokes,Chelsea Grin,3BzNnuHc6ObI1sT2gfz0es,2010-02-16,0.331,0.972,-4.387,0.193,0.00028,0.133,0.22,134.983,-4.920713185923244
440,Faint,Memphis May Fire,2eEGAUSEA7IFhEcgWcGWkq,2019-04-26,0.502,0.905,-5.658,0.0713,0.00151,0.305,0.405,135.001,-5.127515741588863
441,All My Life,Attack Attack!,60ICDcC995UF0nu85r75qV,2021-10-29,0.467,0.911,-5.013,0.0505,0.0003,0.116,0.315,147.007,-5.2193562938731155
442,Your Betrayal,Bullet For My Valentine,25GC50HslaaruyrKjdu0lP,2010-04-20,0.569,0.883,-4.41,0.0748,8.07e-05,0.0883,0.373,134.001,-5.89817310435032
443,Shatter - Edit,Bullet For My Valentine,3JTORH8A2qihTOf5eu39NI,2021-09-10,0.413,0.923,-4.487,0.053,9.24e-06,0.0883,0.504,150.059,-8.195714128697174
444,Invincible (feat. Lindsey Stirling),Escape the Fate,6HYRO36xNBHFMxAk3vuaLj,2021-04-16,0.506,0.9,-5.137,0.0414,0.000656,0.467,0.348,150.009,-8.209816113849607
445,Another Way Out,Hollywood Undead,7J8D1BVioYBaKFUnDAHTak,2012-01-01,0.563,0.946,-5.72,0.0548,0.000108,0.118,0.652,149.966,-8.262878930093533
446,SUPERNØVA (feat. Marcus Bischoff of Heaven Shall Burn),GHØSTKID,6yipS5nDSFvW73cxDOimST,2021-07-30,0.447,0.965,-5.59,0.0878,5.49e-05,0.41,0.351,150.081,-8.349098112231768
447,Mr. Highway's Thinking About The End,A Day To Remember,3VnBhHJdT7p05Wtenu4fmt,2009-02-03,0.301,0.916,-6.218,0.0919,0.000132,0.293,0.451,150.091,-8.489277233362714
448,Sleeptalk,Dayseeker,2NDH7pMWv3UQHOCN4tnXbI,2019-09-27,0.49,0.946,-3.563,0.118,0.0563,0.749,0.24,130.042,-9.861443925286006
449,BURN IT,FEVER 333,2j02RtZz6v53FRw4oWliZf,2019-01-18,0.591,0.959,-3.074,0.164,0.00343,0.068,0.426,130.017,-9.901456863211251
450,BITE BACK,FEVER 333,2Z1fwyUIhfq8MrxrR1yvsh,2020-10-23,0.545,0.998,-3.645,0.234,0.0192,0.877,0.142,129.992,-9.919375589018568
451,To the Hellfire,Lorna Shore,0O26gtfjuscAOnQobjNPPL,2021-06-11,0.388,0.83,-3.035,0.0922,2.68e-05,0.0946,0.144,129.98,-9.94198560295415
452,Pick Me Up,Too Close To Touch,0u6WZr90OXffdCGY6xer1r,2020-12-04,0.701,0.852,-3.087,0.108,0.0133,0.112,0.319,129.917,-10.000834617309156
453,The Tragedy,Annisokay,3pJQTOjzEPEkNGqrdThxpj,2021-01-29,0.508,0.899,-6.336,0.0436,0.0155,0.115,0.332,130.023,-10.119990898806272
454,In Between,Beartooth,03jdl5GTBhKsgB1Yw8mVPh,2014-06-10,0.462,0.972,-2.642,0.138,0.00285,0.666,0.449,128.092,-11.864821407997528
455,Wake Up,Black Veil Brides,3WnrxWNTHDGyCVCwfMJPtR,2018-01-12,0.555,0.942,-3.606,0.118,0.00456,0.414,0.614,126.928,-12.96217033874315
456,Chelsea,Dragged Under,0Gc6QNeD6gkIgIgx75C8M7,2020-11-13,0.457,0.971,-3.757,0.0424,5.07e-05,0.404,0.795,155.016,-13.144326049366596
457,Bow Down,I Prevail,5qD3Qv8Wu3r5uRD0DahcZy,2019-03-29,0.426,0.959,-4.95,0.0525,5.36e-05,0.707,0.372,155.01,-13.174095387018049
